دوره زمانی,sc,استخراج نفت,,,,پلایشگاه,,,,,,
,22,71.410,8.135,9.039,4777.211,75.025,16.271,6.327,5780.426,334.405,20.790,134316.022
,23,53.331,40.676,15.367,5628.703,74.121,14.463,12.655,6810.731,394.009,21.694,117494.091
,24,18.078,9.943,5.424,3023.609,75.929,22.598,13.559,3658.567,211.653,21.694,101257.900
,25,54.235,36.157,15.367,4608.179,62.370,12.655,8.135,5575.896,322.573,22.598,126996.990
,26,18.982,16.271,9.039,4590.100,40.676,12.655,10.847,5554.021,321.307,23.502,123770.000
,27,82.257,14.463,17.174,2866.327,75.929,40.676,13.559,3468.255,200.643,21.694,105176.388
,28,74.121,29.829,7.231,4918.223,65.082,37.965,4.520,5951.050,344.276,25.310,129565.024
11,1,65.326,24.162,17.003,3812.188,87.698,21.477,12.528,4612.747,266.853,22.372,106427.150
,2,55.483,34.900,8.949,2867.195,73.380,12.528,14.318,3469.305,200.704,32.216,120240.513
,3,81.434,26.846,8.949,3558.937,39.375,25.057,11.633,4306.313,249.126,18.792,130155.780
,4,82.329,40.270,13.423,4460.081,52.798,11.633,15.213,5396.697,312.206,17.003,122748.861
,5,23.267,36.690,5.369,5099.025,32.216,23.267,14.318,6169.820,356.932,19.687,109737.310
,6,29.531,36.690,14.318,3331.637,61.747,34.900,9.844,4031.281,233.215,21.477,100213.105
,7,34.005,32.216,7.159,6103.975,35.795,37.585,13.423,7385.809,427.278,25.057,89995.368
,8,39.375,19.687,15.213,2400.067,59.062,33.111,6.264,2904.082,168.005,21.477,130375.921
,9,80.539,17.898,6.264,2724.014,81.434,12.528,10.739,3296.057,190.681,17.898,85625.671
,10,35.795,38.480,4.474,5266.367,68.011,10.739,8.054,6372.304,368.646,17.898,120169.818
,11,53.693,17.898,6.264,3526.721,26.846,34.005,17.003,4267.332,246.870,25.952,106421.780
,12,82.329,16.108,7.159,3991.164,63.536,12.528,8.949,4829.308,279.381,22.372,123615.104
,13,17.898,18.792,13.423,5146.453,53.693,18.792,15.213,6227.208,360.252,27.741,94455.449
,14,35.795,39.375,15.213,2492.240,29.531,14.318,5.369,3015.610,174.457,28.636,106751.096
,15,59.062,39.375,5.369,4502.140,75.170,40.270,17.003,5447.589,315.150,22.372,124222.728
,16,26.846,34.005,8.054,4148.662,50.113,25.952,6.264,5019.881,290.406,21.477,101838.207
,17,34.005,17.003,14.318,2635.421,61.747,32.216,4.474,3188.859,184.479,18.792,132111.092
,18,85.908,37.585,8.054,2244.358,51.008,10.739,13.423,2715.674,157.105,22.372,120411.435
,19,32.216,18.792,14.318,3173.243,66.221,19.687,11.633,3839.625,222.127,19.687,119263.304
,20,77.855,25.057,15.213,4477.978,25.057,29.531,13.423,5418.353,313.458,17.898,134148.734
,21,35.795,26.846,11.633,2451.076,15.213,20.582,5.369,2965.801,171.575,18.792,109137.740
,22,70.695,8.054,8.949,4729.439,74.275,16.108,6.264,5722.622,331.061,20.582,132972.862
,23,52.798,40.270,15.213,5572.416,73.380,14.318,12.528,6742.623,390.069,21.477,116319.150
,24,17.898,9.844,5.369,2993.373,75.170,22.372,13.423,3621.981,209.536,21.477,100245.321
,25,53.693,35.795,15.213,4562.097,61.747,12.528,8.054,5520.137,319.347,22.372,125727.021
,26,18.792,16.108,8.949,4544.199,40.270,12.528,10.739,5498.481,318.094,23.267,122532.300
,27,81.434,14.318,17.003,2837.664,75.170,40.270,13.423,3433.573,198.636,21.477,104124.624
,28,73.380,29.531,7.159,4869.041,64.431,37.585,4.474,5891.539,340.833,25.057,128269.374
12,1,64.673,23.920,16.833,3774.066,86.821,21.262,12.403,4566.620,264.185,22.148,105362.878
,2,54.928,34.551,8.859,2838.523,72.646,12.403,14.175,3434.612,198.697,31.894,119038.108
,3,80.620,26.578,8.859,3523.347,38.981,24.806,11.517,4263.250,246.634,18.605,128854.222
,4,81.506,39.867,13.289,4415.480,52.270,11.517,15.061,5342.730,309.084,16.833,121521.372
,5,23.034,36.323,5.316,5048.034,31.894,23.034,14.175,6108.122,353.362,19.490,108639.937
,6,29.236,36.323,14.175,3298.321,61.129,34.551,9.745,3990.968,230.882,21.262,99210.974
,7,33.665,31.894,7.087,6042.935,35.437,37.209,13.289,7311.951,423.005,24.806,89095.415
,8,38.981,19.490,15.061,2376.067,58.471,32.779,6.202,2875.041,166.325,21.262,129072.161
,9,79.734,17.719,6.202,2696.774,80.620,12.403,10.631,3263.096,188.774,17.719,84769.414
,10,35.437,38.095,4.430,5213.703,67.331,10.631,7.973,6308.581,364.959,17.719,118968.119
,11,53.156,17.719,6.202,3491.454,26.578,33.665,16.833,4224.659,244.402,25.692,105357.563
,12,81.506,15.947,7.087,3951.252,62.901,12.403,8.859,4781.015,276.588,22.148,122378.953
,13,17.719,18.605,13.289,5094.989,53.156,18.605,15.061,6164.936,356.649,27.464,93510.894
,14,35.437,38.981,15.061,2467.318,29.236,14.175,5.316,2985.454,172.712,28.350,105683.585
,15,58.471,38.981,5.316,4457.118,74.418,39.867,16.833,5393.113,311.998,22.148,122980.500
,16,26.578,33.665,7.973,4107.176,49.612,25.692,6.202,4969.683,287.502,21.262,100819.824
,17,33.665,16.833,14.175,2609.067,61.129,31.894,4.430,3156.971,182.635,18.605,130789.982
,18,85.049,37.209,7.973,2221.915,50.498,10.631,13.289,2688.517,155.534,22.148,119207.321
,19,31.894,18.605,14.175,3141.511,65.559,19.490,11.517,3801.228,219.906,19.490,118070.671
,20,77.076,24.806,15.061,4433.198,24.806,29.236,13.289,5364.170,310.324,17.719,132807.246
,21,35.437,26.578,11.517,2426.565,15.061,20.376,5.316,2936.143,169.860,18.605,108046.363
,22,69.989,7.973,8.859,4682.145,73.532,15.947,6.202,5665.395,327.750,20.376,131643.133
,23,52.270,39.867,15.061,5516.692,72.646,14.175,12.403,6675.197,386.168,21.262,115155.959
,24,17.719,9.745,5.316,2963.439,74.418,22.148,13.289,3585.761,207.441,21.262,99242.867
,25,53.156,35.437,15.061,4516.476,61.129,12.403,7.973,5464.936,316.153,22.148,124469.750
,26,18.605,15.947,8.859,4498.757,39.867,12.403,10.631,5443.496,314.913,23.034,121306.977
,27,80.620,14.175,16.833,2809.287,74.418,39.867,13.289,3399.237,196.650,21.262,103083.378
,28,72.646,29.236,7.087,4820.350,63.787,37.209,4.430,5832.624,337.425,24.806,126986.680
13,1,70.080,25.920,18.240,4089.600,94.080,23.040,13.440,4948.416,286.272,24.000,114171.840
,2,59.520,37.440,9.600,3075.840,78.720,13.440,15.360,3721.766,215.309,34.560,128990.400
,3,87.360,28.800,9.600,3817.920,42.240,26.880,12.480,4619.683,267.254,20.160,139627.200
,4,88.320,43.200,14.400,4784.640,56.640,12.480,16.320,5789.414,334.925,18.240,131681.280
,5,24.960,39.360,5.760,5470.080,34.560,24.960,15.360,6618.797,382.906,21.120,117722.880
,6,31.680,39.360,15.360,3574.080,66.240,37.440,10.560,4324.637,250.186,23.040,107505.600
,7,36.480,34.560,7.680,6548.160,38.400,40.320,14.400,7923.274,458.371,26.880,96544.320
,8,42.240,21.120,16.320,2574.720,63.360,35.520,6.720,3115.411,180.230,23.040,139863.360
,9,86.400,19.200,6.720,2922.240,87.360,13.440,11.520,3535.910,204.557,19.200,91856.640
,10,38.400,41.280,4.800,5649.600,72.960,11.520,8.640,6836.016,395.472,19.200,128914.560
,11,57.600,19.200,6.720,3783.360,28.800,36.480,18.240,4577.866,264.835,27.840,114166.080
,12,88.320,17.280,7.680,4281.600,68.160,13.440,9.600,5180.736,299.712,24.000,132610.560
,13,19.200,20.160,14.400,5520.960,57.600,20.160,16.320,6680.362,386.467,29.760,101328.960
,14,38.400,42.240,16.320,2673.600,31.680,15.360,5.760,3235.056,187.152,30.720,114519.360
,15,63.360,42.240,5.760,4829.760,80.640,43.200,18.240,5844.010,338.083,24.000,133262.400
,16,28.800,36.480,8.640,4450.560,53.760,27.840,6.720,5385.178,311.539,23.040,109248.960
,17,36.480,18.240,15.360,2827.200,66.240,34.560,4.800,3420.912,197.904,20.160,141724.800
,18,92.160,40.320,8.640,2407.680,54.720,11.520,14.400,2913.293,168.538,24.000,129173.760
,19,34.560,20.160,15.360,3404.160,71.040,21.120,12.480,4119.034,238.291,21.120,127942.080
,20,83.520,26.880,16.320,4803.840,26.880,31.680,14.400,5812.646,336.269,19.200,143910.720
,21,38.400,28.800,12.480,2629.440,16.320,22.080,5.760,3181.622,184.061,20.160,117079.680
,22,75.840,8.640,9.600,5073.600,79.680,17.280,6.720,6139.056,355.152,22.080,142649.280
,23,56.640,43.200,16.320,5977.920,78.720,15.360,13.440,7233.283,418.454,23.040,124783.680
,24,19.200,10.560,5.760,3211.200,80.640,24.000,14.400,3885.552,224.784,23.040,107540.160
,25,57.600,38.400,16.320,4894.080,66.240,13.440,8.640,5921.837,342.586,24.000,134876.160
,26,20.160,17.280,9.600,4874.880,43.200,13.440,11.520,5898.605,341.242,24.960,131448.960
,27,87.360,15.360,18.240,3044.160,80.640,43.200,14.400,3683.434,213.091,23.040,111701.760
,28,78.720,31.680,7.680,5223.360,69.120,40.320,4.800,6320.266,365.635,26.880,137603.520
14,1,69.379,25.661,18.058,4048.704,93.139,22.810,13.306,4898.932,283.409,23.760,113030.122
,2,58.925,37.066,9.504,3045.082,77.933,13.306,15.206,3684.549,213.156,34.214,127700.496
,3,86.486,28.512,9.504,3779.741,41.818,26.611,12.355,4573.486,264.582,19.958,138230.928
,4,87.437,42.768,14.256,4736.794,56.074,12.355,16.157,5731.520,331.576,18.058,130364.467
,5,24.710,38.966,5.702,5415.379,34.214,24.710,15.206,6552.609,379.077,20.909,116545.651
,6,31.363,38.966,15.206,3538.339,65.578,37.066,10.454,4281.390,247.684,22.810,106430.544
,7,36.115,34.214,7.603,6482.678,38.016,39.917,14.256,7844.041,453.787,26.611,95578.877
,8,41.818,20.909,16.157,2548.973,62.726,35.165,6.653,3084.257,178.428,22.810,138464.726
,9,85.536,19.008,6.653,2893.018,86.486,13.306,11.405,3500.551,202.511,19.008,90938.074
,10,38.016,40.867,4.752,5593.104,72.230,11.405,8.554,6767.656,391.517,19.008,127625.414
,11,57.024,19.008,6.653,3745.526,28.512,36.115,18.058,4532.087,262.187,27.562,113024.419
,12,87.437,17.107,7.603,4238.784,67.478,13.306,9.504,5128.929,296.715,23.760,131284.454
,13,19.008,19.958,14.256,5465.750,57.024,19.958,16.157,6613.558,382.603,29.462,100315.670
,14,38.016,41.818,16.157,2646.864,31.363,15.206,5.702,3202.705,185.280,30.413,113374.166
,15,62.726,41.818,5.702,4781.462,79.834,42.768,18.058,5785.570,334.702,23.760,131929.776
,16,28.512,36.115,8.554,4406.054,53.222,27.562,6.653,5331.326,308.424,22.810,108156.470
,17,36.115,18.058,15.206,2798.928,65.578,34.214,4.752,3386.703,195.925,19.958,140307.552
,18,91.238,39.917,8.554,2383.603,54.173,11.405,14.256,2884.160,166.852,23.760,127882.022
,19,34.214,19.958,15.206,3370.118,70.330,20.909,12.355,4077.843,235.908,20.909,126662.659
,20,82.685,26.611,16.157,4755.802,26.611,31.363,14.256,5754.520,332.906,19.008,142471.613
,21,38.016,28.512,12.355,2603.146,16.157,21.859,5.702,3149.806,182.220,19.958,115908.883
,22,75.082,8.554,9.504,5022.864,78.883,17.107,6.653,6077.665,351.600,21.859,141222.787
,23,56.074,42.768,16.157,5918.141,77.933,15.206,13.306,7160.950,414.270,22.810,123535.843
,24,19.008,10.454,5.702,3179.088,79.834,23.760,14.256,3846.696,222.536,22.810,106464.758
,25,57.024,38.016,16.157,4845.139,65.578,13.306,8.554,5862.618,339.160,23.760,133527.398
,26,19.958,17.107,9.504,4826.131,42.768,13.306,11.405,5839.619,337.829,24.710,130134.470
,27,86.486,15.206,18.058,3013.718,79.834,42.768,14.256,3646.599,210.960,22.810,110584.742
,28,77.933,31.363,7.603,5171.126,68.429,39.917,4.752,6257.063,361.979,26.611,136227.485
15,1,68.685,25.404,17.877,4008.217,92.208,22.582,13.173,4849.943,280.575,23.522,111899.820
,2,58.336,36.695,9.409,3014.631,77.153,13.173,15.054,3647.703,211.024,33.872,126423.491
,3,85.622,28.227,9.409,3741.943,41.399,26.345,12.232,4527.752,261.936,19.759,136848.619
,4,86.562,42.340,14.113,4689.426,55.513,12.232,15.995,5674.205,328.260,17.877,129060.823
,5,24.463,38.577,5.645,5361.225,33.872,24.463,15.054,6487.083,375.286,20.700,115380.195
,6,31.050,38.577,15.054,3502.956,64.922,36.695,10.350,4238.577,245.207,22.582,105366.239
,7,35.754,33.872,7.527,6417.852,37.636,39.518,14.113,7765.600,449.250,26.345,94623.088
,8,41.399,20.700,15.995,2523.483,62.099,34.813,6.586,3053.415,176.644,22.582,137080.079
,9,84.681,18.818,6.586,2864.087,85.622,13.173,11.291,3465.546,200.486,18.818,90028.693
,10,37.636,40.459,4.704,5537.173,71.508,11.291,8.468,6699.979,387.602,18.818,126349.160
,11,56.454,18.818,6.586,3708.071,28.227,35.754,17.877,4486.766,259.565,27.286,111894.175
,12,86.562,16.936,7.527,4196.396,66.804,13.173,9.409,5077.639,293.748,23.522,129971.610
,13,18.818,19.759,14.113,5411.093,56.454,19.759,15.995,6547.422,378.777,29.168,99312.514
,14,37.636,41.399,15.995,2620.395,31.050,15.054,5.645,3170.678,183.428,30.109,112240.425
,15,62.099,41.399,5.645,4733.648,79.035,42.340,17.877,5727.714,331.355,23.522,130610.478
,16,28.227,35.754,8.468,4361.994,52.690,27.286,6.586,5278.013,305.340,22.582,107074.906
,17,35.754,17.877,15.054,2770.939,64.922,33.872,4.704,3352.836,193.966,19.759,138904.476
,18,90.326,39.518,8.468,2359.767,53.631,11.291,14.113,2855.318,165.184,23.522,126603.202
,19,33.872,19.759,15.054,3336.417,69.626,20.700,12.232,4037.065,233.549,20.700,125396.033
,20,81.858,26.345,15.995,4708.244,26.345,31.050,14.113,5696.975,329.577,18.818,141046.897
,21,37.636,28.227,12.232,2577.114,15.995,21.641,5.645,3118.308,180.398,19.759,114749.794
,22,74.331,8.468,9.409,4972.635,78.094,16.936,6.586,6016.889,348.084,21.641,139810.559
,23,55.513,42.340,15.995,5858.959,77.153,15.054,13.173,7089.341,410.127,22.582,122300.485
,24,18.818,10.350,5.645,3147.297,79.035,23.522,14.113,3808.230,220.311,22.582,105400.111
,25,56.454,37.636,15.995,4796.688,64.922,13.173,8.468,5803.992,335.768,23.522,132192.124
,26,19.759,16.936,9.409,4777.870,42.340,13.173,11.291,5781.223,334.451,24.463,128833.126
,27,85.622,15.054,17.877,2983.581,79.035,42.340,14.113,3610.133,208.851,22.582,109478.895
,28,77.153,31.050,7.527,5119.415,67.745,39.518,4.704,6194.492,358.359,26.345,134865.210
16,1,67.999,25.150,17.698,3968.135,91.286,22.356,13.041,4801.443,277.769,23.287,110780.822
,2,57.752,36.328,9.315,2984.484,76.382,13.041,14.904,3611.226,208.914,33.534,125159.256
,3,84.765,27.945,9.315,3704.524,40.985,26.082,12.109,4482.474,259.317,19.561,135480.133
,4,85.697,41.917,13.972,4642.531,54.958,12.109,15.835,5617.463,324.977,17.698,127770.214
,5,24.219,38.191,5.589,5307.613,33.534,24.219,14.904,6422.212,371.533,20.493,114226.393
,6,30.739,38.191,14.904,3467.926,64.273,36.328,10.246,4196.191,242.755,22.356,104312.576
,7,35.397,33.534,7.452,6353.673,37.259,39.122,13.972,7687.944,444.757,26.082,93676.857
,8,40.985,20.493,15.835,2498.248,61.478,34.465,6.520,3022.880,174.877,22.356,135709.278
,9,83.834,18.630,6.520,2835.447,84.765,13.041,11.178,3430.890,198.481,18.630,89128.406
,10,37.259,40.054,4.657,5481.801,70.793,11.178,8.383,6632.979,383.726,18.630,125085.669
,11,55.889,18.630,6.520,3670.990,27.945,35.397,17.698,4441.898,256.969,27.013,110775.233
,12,85.697,16.767,7.452,4154.432,66.136,13.041,9.315,5026.863,290.810,23.287,128671.894
,13,18.630,19.561,13.972,5356.982,55.889,19.561,15.835,6481.948,374.989,28.876,98319.389
,14,37.259,40.985,15.835,2594.191,30.739,14.904,5.589,3138.972,181.593,29.808,111118.020
,15,61.478,40.985,5.589,4686.311,78.245,41.917,17.698,5670.437,328.042,23.287,129304.373
,16,27.945,35.397,8.383,4318.374,52.163,27.013,6.520,5225.232,302.286,22.356,106004.157
,17,35.397,17.698,14.904,2743.229,64.273,33.534,4.657,3319.307,192.026,19.561,137515.432
,18,89.423,39.122,8.383,2336.169,53.095,11.178,13.972,2826.765,163.532,23.287,125337.170
,19,33.534,19.561,14.904,3303.053,68.930,20.493,12.109,3996.694,231.214,20.493,124142.072
,20,81.039,26.082,15.835,4661.161,26.082,30.739,13.972,5640.005,326.281,18.630,139636.428
,21,37.259,27.945,12.109,2551.343,15.835,21.424,5.589,3087.125,178.594,19.561,113602.296
,22,73.587,8.383,9.315,4922.909,77.313,16.767,6.520,5956.720,344.604,21.424,138412.454
,23,54.958,41.917,15.835,5800.370,76.382,14.904,13.041,7018.447,406.026,22.356,121077.480
,24,18.630,10.246,5.589,3115.824,78.245,23.287,13.972,3770.147,218.108,22.356,104346.110
,25,55.889,37.259,15.835,4748.721,64.273,13.041,8.383,5745.952,332.410,23.287,130870.203
,26,19.561,16.767,9.315,4730.091,41.917,13.041,11.178,5723.410,331.106,24.219,127544.794
,27,84.765,14.904,17.698,2953.745,78.245,41.917,13.972,3574.032,206.762,22.356,108384.106
,28,76.382,30.739,7.452,5068.221,67.067,39.122,4.657,6132.547,354.775,26.082,133516.558
17,1,67.931,25.125,17.681,3964.167,91.194,22.333,13.028,4796.642,277.492,23.264,110670.041
,2,57.694,36.292,9.306,2981.500,76.306,13.028,14.889,3607.615,208.705,33.500,125034.097
,3,84.681,27.917,9.306,3700.819,40.944,26.056,12.097,4477.992,259.057,19.542,135344.652
,4,85.611,41.875,13.958,4637.889,54.903,12.097,15.819,5611.846,324.652,17.681,127642.444
,5,24.194,38.153,5.583,5302.306,33.500,24.194,14.889,6415.790,371.161,20.472,114112.166
,6,30.708,38.153,14.889,3464.458,64.208,36.292,10.236,4191.995,242.512,22.333,104208.264
,7,35.361,33.500,7.444,6347.319,37.222,39.083,13.958,7680.257,444.312,26.056,93583.180
,8,40.944,20.472,15.819,2495.750,61.417,34.431,6.514,3019.857,174.702,22.333,135573.569
,9,83.750,18.611,6.514,2832.611,84.681,13.028,11.167,3427.459,198.283,18.611,89039.278
,10,37.222,40.014,4.653,5476.319,70.722,11.167,8.375,6626.347,383.342,18.611,124960.583
,11,55.833,18.611,6.514,3667.319,27.917,35.361,17.681,4437.457,256.712,26.986,110664.458
,12,85.611,16.750,7.444,4150.278,66.069,13.028,9.306,5021.836,290.519,23.264,128543.222
,13,18.611,19.542,13.958,5351.625,55.833,19.542,15.819,6475.466,374.614,28.847,98221.069
,14,37.222,40.944,15.819,2591.597,30.708,14.889,5.583,3135.833,181.412,29.778,111006.902
,15,61.417,40.944,5.583,4681.625,78.167,41.875,17.681,5664.766,327.714,23.264,129175.069
,16,27.917,35.361,8.375,4314.056,52.111,26.986,6.514,5220.007,301.984,22.333,105898.152
,17,35.361,17.681,14.889,2740.486,64.208,33.500,4.653,3315.988,191.834,19.542,137377.916
,18,89.333,39.083,8.375,2333.833,53.042,11.167,13.958,2823.938,163.368,23.264,125211.833
,19,33.500,19.542,14.889,3299.750,68.861,20.472,12.097,3992.697,230.982,20.472,124017.930
,20,80.958,26.056,15.819,4656.500,26.056,30.708,13.958,5634.365,325.955,18.611,139496.791
,21,37.222,27.917,12.097,2548.792,15.819,21.403,5.583,3084.038,178.415,19.542,113488.694
,22,73.514,8.375,9.306,4917.986,77.236,16.750,6.514,5950.763,344.259,21.403,138274.041
,23,54.903,41.875,15.819,5794.569,76.306,14.889,13.028,7011.429,405.620,22.333,120956.402
,24,18.611,10.236,5.583,3112.708,78.167,23.264,13.958,3766.377,217.890,22.333,104241.764
,25,55.833,37.222,15.819,4743.972,64.208,13.028,8.375,5740.206,332.078,23.264,130739.333
,26,19.542,16.750,9.306,4725.361,41.875,13.028,11.167,5717.687,330.775,24.194,127417.250
,27,84.681,14.889,17.681,2950.792,78.167,41.875,13.958,3570.458,206.555,22.333,108275.722
,28,76.306,30.708,7.444,5063.153,67.000,39.083,4.653,6126.415,354.421,26.056,133383.041
18,1,67.863,25.100,17.663,3960.202,91.103,22.311,13.015,4791.845,277.214,23.241,110559.371
,2,57.637,36.255,9.296,2978.518,76.229,13.015,14.874,3604.007,208.496,33.466,124909.063
,3,84.596,27.889,9.296,3697.119,40.903,26.029,12.085,4473.514,258.798,19.522,135209.308
,4,85.525,41.833,13.944,4633.251,54.848,12.085,15.804,5606.234,324.328,17.663,127514.802
,5,24.170,38.115,5.578,5297.003,33.466,24.170,14.874,6409.374,370.790,20.452,113998.054
,6,30.678,38.115,14.874,3460.994,64.144,36.255,10.226,4187.803,242.270,22.311,104104.055
,7,35.326,33.466,7.437,6340.972,37.185,39.044,13.944,7672.576,443.868,26.029,93489.597
,8,40.903,20.452,15.804,2493.254,61.355,34.396,6.507,3016.838,174.528,22.311,135437.995
,9,83.666,18.592,6.507,2829.778,84.596,13.015,11.155,3424.032,198.084,18.592,88950.238
,10,37.185,39.974,4.648,5470.843,70.651,11.155,8.367,6619.720,382.959,18.592,124835.622
,11,55.777,18.592,6.507,3663.652,27.889,35.326,17.663,4433.019,256.456,26.959,110553.794
,12,85.525,16.733,7.437,4146.127,66.003,13.015,9.296,5016.814,290.229,23.241,128414.679
,13,18.592,19.522,13.944,5346.273,55.777,19.522,15.804,6468.991,374.239,28.818,98122.848
,14,37.185,40.903,15.804,2589.006,30.678,14.874,5.578,3132.697,181.230,29.748,110895.896
,15,61.355,40.903,5.578,4676.943,78.088,41.833,17.663,5659.101,327.386,23.241,129045.894
,16,27.889,35.326,8.367,4309.741,52.059,26.959,6.507,5214.787,301.682,22.311,105792.254
,17,35.326,17.663,14.874,2737.746,64.144,33.466,4.648,3312.672,191.642,19.522,137240.538
,18,89.244,39.044,8.367,2331.499,52.989,11.155,13.944,2821.114,163.205,23.241,125086.621
,19,33.466,19.522,14.874,3296.450,68.792,20.452,12.085,3988.705,230.752,20.452,123893.912
